"Station Name","ESQUIMALT HARBOUR"
"Province","BRITISH COLUMBIA"
"Current Station Operator","Environment and Climate Change Canada - Meteorological Service of Canada"
"Latitude","48.43"
"Longitude","-123.44"
"Elevation","3.00"
"Climate Identifier","1012710"
"WMO Identifier","71798"
"TC Identifier","WPF"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2019-02-08","2019","02","08","","2.9","","-1.2","","0.9","","17.1","","0.0","","","","","M","","M","","","2","","65",""
"2019-02-09","2019","02","09","","1.1","","-2.5","","-0.7","","18.7","","0.0","","","","","M","","M","","","2","","81",""
"2019-02-10","2019","02","10","","2.5","","-3.3","","-0.4","","18.4","","0.0","","","","","M","","M","","","33","","49",""
"2019-02-11","2019","02","11","","-0.2","","-2.9","","-1.6","","19.6","","0.0","","","","","M","","","","","36","","38",""
"2019-02-12","2019","02","12","","1.4","","-0.8","","0.3","","17.7","","0.0","","","","","M","","M","","","35","","35",""
"2019-02-13","2019","02","13","","2.2","","0.4","","1.3","","16.7","","0.0","","","","","M","","M","","","","","",""
"2019-02-14","2019","02","14","","2.7","","-0.1","","1.3","","16.7","","0.0","","","","","M","","M","","","36","","42",""
"2019-02-15","2019","02","15","","6.2","","1.7","","3.9","","14.1","","0.0","","","","","M","0.4","","","","","","",""
"2019-02-16","2019","02","16","","7.4","","1.3","","4.3","","13.7","","0.0","","","","","M","0.2","","","","","","",""
"2019-02-17","2019","02","17","","7.8","","2.2","","5.0","","13.0","","0.0","","","","","M","0.0","","","","","","",""
"2019-02-18","2019","02","18","","5.6","","0.8","","3.2","","14.8","","0.0","","","","","M","0.0","","","","","","",""
"2019-02-19","2019","02","19","","6.3","","2.0","","4.2","","13.8","","0.0","","","","","M","1.0","","","","23","","47",""
"2019-02-20","2019","02","20","","5.8","","1.4","","3.6","","14.4","","0.0","","","","","M","0.0","","","","","","",""
"2019-02-21","2019","02","21","","6.5","","1.2","","3.8","","14.2","","0.0","","","","","M","0.0","","","","","","",""
"2019-02-22","2019","02","22","","7.6","","2.2","","4.9","","13.1","","0.0","","","","","M","3.2","","","","21","","43",""
"2019-02-23","2019","02","23","","6.7","","3.7","","5.2","","12.8","","0.0","","","","","M","0.6","","","","","","",""
"2019-02-24","2019","02","24","","6.4","","2.9","","4.6","","13.4","","0.0","","","","","M","0.8","","","","2","","40",""
"2019-02-25","2019","02","25","","4.9","","1.7","","3.3","","14.7","","0.0","","","","","M","0.0","","","","2","","57",""
"2019-02-26","2019","02","26","","4.0","","0.5","","2.2","","15.8","","0.0","","","","","M","0.0","","","","3","","51",""
"2019-02-27","2019","02","27","","6.5","","1.8","","4.2","","13.8","","0.0","","","","","M","0.0","","","","3","","40",""
"2019-02-28","2019","02","28","","6.7","","0.8","","3.7","","14.3","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-01","2019","03","01","","7.2","","1.6","","4.4","","13.6","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-02","2019","03","02","","7.2","","-0.3","","3.4","","14.6","","0.0","","","","","M","","M","","","3","","51",""
"2019-03-03","2019","03","03","","5.4","","1.7","","3.6","","14.4","","0.0","","","","","M","0.0","","","","2","","41",""
"2019-03-04","2019","03","04","","5.2","","0.9","","3.1","","14.9","","0.0","","","","","M","0.0","","","","3","","37",""
"2019-03-05","2019","03","05","","6.0","","1.1","","3.6","","14.4","","0.0","","","","","M","0.0","","","","35","","38",""
"2019-03-06","2019","03","06","","4.2","","0.6","","2.4","","15.6","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-07","2019","03","07","","7.8","","0.7","","4.3","","13.7","","0.0","","","","","M","0.0","","","","24","","33",""
"2019-03-08","2019","03","08","","6.1","","0.2","","3.2","","14.8","","0.0","","","","","M","","M","","","","","",""
"2019-03-09","2019","03","09","","7.5","","0.1","","3.8","","14.2","","0.0","","","","","M","","M","","","","","",""
"2019-03-10","2019","03","10","","8.8","","-0.7","","4.1","","13.9","","0.0","","","","","M","","M","","","","","",""
"2019-03-11","2019","03","11","","6.5","","2.0","","4.2","","13.8","","0.0","","","","","M","8.4","","","","","","",""
"2019-03-12","2019","03","12","","9.2","","3.2","","6.2","","11.8","","0.0","","","","","M","4.2","","","","24","","38",""
"2019-03-13","2019","03","13","","8.4","","2.0","","5.2","","12.8","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-14","2019","03","14","","9.1","","4.5","","6.8","","11.2","","0.0","","","","","M","0.2","","","","","","",""
"2019-03-15","2019","03","15","","10.7","","5.8","","8.3","","9.7","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-16","2019","03","16","","14.1","","5.2","","9.7","","8.3","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-17","2019","03","17","","15.8","","3.6","","9.7","","8.3","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-18","2019","03","18","","18.9","","5.6","","12.3","","5.7","","0.0","","","","","M","0.0","","","","34","","33",""
"2019-03-19","2019","03","19","","20.7","","8.4","","14.5","","3.5","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-20","2019","03","20","","21.2","","8.7","","15.0","","3.0","","0.0","","","","","M","0.0","","","","2","","38",""
"2019-03-21","2019","03","21","","15.9","","5.5","","10.7","","7.3","","0.0","","","","","M","0.0","","","","26","","41",""
"2019-03-22","2019","03","22","","13.7","","6.2","","9.9","","8.1","","0.0","","","","","M","0.0","","","","26","","48",""
"2019-03-23","2019","03","23","","11.5","","7.9","","9.7","","8.3","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-24","2019","03","24","","10.8","","4.0","","7.4","","10.6","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-25","2019","03","25","","11.6","","5.2","","8.4","","9.6","","0.0","","","","","M","1.4","","","","27","","40",""
"2019-03-26","2019","03","26","","10.8","","6.0","","8.4","","9.6","","0.0","","","","","M","0.6","","","","","","",""
"2019-03-27","2019","03","27","","14.2","","5.6","","9.9","","8.1","","0.0","","","","","M","0.0","","","","36","","41",""
"2019-03-28","2019","03","28","","14.5","","8.1","","11.3","","6.7","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-29","2019","03","29","","11.2","","4.6","","7.9","","10.1","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-30","2019","03","30","","12.3","","4.7","","8.5","","9.5","","0.0","","","","","M","0.0","","","","","","",""
"2019-03-31","2019","03","31","","12.8","","5.3","","9.0","","9.0","","0.0","","","","","M","0.0","","","","","","",""
"2019-04-01","2019","04","01","","18.5","","5.7","","12.1","","5.9","","0.0","","","","","M","0.0","","","","2","","31",""
"2019-04-02","2019","04","02","","18.2","","7.9","","13.1","","4.9","","0.0","","","","","M","0.0","","","","1","","33",""
"2019-04-03","2019","04","03","","12.7","","9.2","","11.0","","7.0","","0.0","","","","","M","1.4","","","","24","","59",""
"2019-04-04","2019","04","04","","15.2","","8.8","","12.0","","6.0","","0.0","","","","","M","0.0","","","","23","","36",""
"2019-04-05","2019","04","05","","13.7","","9.2","","11.5","","6.5","","0.0","","","","","M","0.2","","","","24","","56",""
"2019-04-06","2019","04","06","","10.7","","7.4","","9.1","","8.9","","0.0","","","","","M","0.6","","","","15","","47",""
"2019-04-07","2019","04","07","","12.7","","6.4","","9.5","","8.5","","0.0","","","","","M","0.0","","","","24","","32",""
"2019-04-08","2019","04","08","","10.1","","7.3","","8.7","","9.3","","0.0","","","","","M","5.0","","","","","","",""
"2019-04-09","2019","04","09","","11.5","","7.9","","9.7","","8.3","","0.0","","","","","M","2.4","","","","26","","59",""
"2019-04-10","2019","04","10","","11.4","","8.1","","9.7","","8.3","","0.0","","","","","M","1.8","","","","24","","41",""
"2019-04-11","2019","04","11","","10.7","","7.6","","9.1","","8.9","","0.0","","","","","M","2.8","","","","25","","32",""
"2019-04-12","2019","04","12","","10.7","","8.1","","9.4","","8.6","","0.0","","","","","M","0.0","","","","","","",""
"2019-04-13","2019","04","13","","10.5","","7.2","","8.9","","9.1","","0.0","","","","","M","6.8","","","","21","","63",""
"2019-04-14","2019","04","14","","8.7","","6.2","","7.5","","10.5","","0.0","","","","","M","0.0","","","","22","","40",""
"2019-04-15","2019","04","15","","11.6","","5.8","","8.7","","9.3","","0.0","","","","","M","0.0","","","","","","",""
"2019-04-16","2019","04","16","","10.8","","5.7","","8.2","","9.8","","0.0","","","","","M","0.0","","","","","","",""
"2019-04-17","2019","04","17","","13.8","","9.2","","11.5","","6.5","","0.0","","","","","M","0.0","","","","26","","37",""
"2019-04-18","2019","04","18","","12.2","","9.8","","11.0","","7.0","","0.0","","","","","M","10.6","","","","","","",""
"2019-04-19","2019","04","19","","15.1","","9.6","","12.3","","5.7","","0.0","","","","","M","1.0","","","","23","","34",""
"2019-04-20","2019","04","20","","12.8","","6.8","","9.8","","8.2","","0.0","","","","","M","0.0","","","","","","",""
"2019-04-21","2019","04","21","","14.4","","6.6","","10.5","","7.5","","0.0","","","","","M","0.0","","","","21","","41",""
"2019-04-22","2019","04","22","","11.0","","8.7","","9.8","","8.2","","0.0","","","","","M","3.0","","","","","","",""
"2019-04-23","2019","04","23","","13.8","","8.8","","11.3","","6.7","","0.0","","","","","M","0.0","","","","22","","49",""
"2019-04-24","2019","04","24","","11.3","","7.4","","9.3","","8.7","","0.0","","","","","M","0.0","","","","27","","35",""
"2019-04-25","2019","04","25","","15.1","","5.2","","10.1","","7.9","","0.0","","","","","M","0.0","","","","","","",""
"2019-04-26","2019","04","26","","12.1","","8.3","","10.2","","7.8","","0.0","","","","","M","0.0","","","","24","","65",""
"2019-04-27","2019","04","27","","12.4","","7.1","","9.8","","8.2","","0.0","","","","","M","0.0","","","","25","","57",""
"2019-04-28","2019","04","28","","14.6","","4.0","","9.3","","8.7","","0.0","","","","","M","0.0","","","","","","",""
"2019-04-29","2019","04","29","","14.7","","5.6","","10.1","","7.9","","0.0","","","","","M","0.0","","","","","","",""
"2019-04-30","2019","04","30","","16.2","","7.0","","11.6","","6.4","","0.0","","","","","M","0.0","","","","18","","31",""
"2019-05-01","2019","05","01","","14.7","","8.4","","11.5","","6.5","","0.0","","","","","M","0.0","","","","24","","49",""
"2019-05-02","2019","05","02","","14.2","","9.2","","11.7","","6.3","","0.0","","","","","M","0.0","","","","24","","43",""
"2019-05-03","2019","05","03","","12.1","","8.2","","10.1","","7.9","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-04","2019","05","04","","12.8","","7.7","","10.3","","7.7","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-05","2019","05","05","","16.7","","7.8","","12.3","","5.7","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-06","2019","05","06","","15.8","","8.6","","12.2","","5.8","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-07","2019","05","07","","16.8","","9.0","","12.9","","5.1","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-08","2019","05","08","","16.5","","10.3","","13.4","","4.6","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-09","2019","05","09","","23.1","","10.6","","16.9","","1.1","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-10","2019","05","10","","21.4","","11.2","","16.3","","1.7","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-11","2019","05","11","","21.2","","10.4","","15.8","","2.2","","0.0","","","","","M","0.0","","","","23","","42",""
"2019-05-12","2019","05","12","","16.3","","9.8","","13.1","","4.9","","0.0","","","","","M","0.0","","","","19","","34",""
"2019-05-13","2019","05","13","","14.7","","7.3","","11.0","","7.0","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-14","2019","05","14","","13.2","","9.9","","11.5","","6.5","","0.0","","","","","M","2.0","","","","17","","31",""
"2019-05-15","2019","05","15","","17.6","","10.3","","13.9","","4.1","","0.0","","","","","M","1.0","","","","2","","33",""
"2019-05-16","2019","05","16","","16.2","","10.8","","13.5","","4.5","","0.0","","","","","M","0.0","","","","24","","46",""
"2019-05-17","2019","05","17","","15.2","","10.7","","13.0","","5.0","","0.0","","","","","M","0.0","","","","27","","50",""
"2019-05-18","2019","05","18","","18.6","","10.0","","14.3","","3.7","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-19","2019","05","19","","18.6","","11.1","","14.8","","3.2","","0.0","","","","","M","0.0","","","","25","","34",""
"2019-05-20","2019","05","20","","13.4","","9.8","","11.6","","6.4","","0.0","","","","","M","8.2","","","","","","",""
"2019-05-21","2019","05","21","","16.9","","9.9","","13.4","","4.6","","0.0","","","","","M","1.2","","","","","","",""
"2019-05-22","2019","05","22","","18.4","","10.1","","14.3","","3.7","","0.0","","","","","M","0.2","","","","","","",""
"2019-05-23","2019","05","23","","23.1","","11.1","","17.1","","0.9","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-24","2019","05","24","","15.9","","11.5","","13.7","","4.3","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-25","2019","05","25","","12.6","","10.3","","11.5","","6.5","","0.0","","","","","M","17.4","","","","","","",""
"2019-05-26","2019","05","26","","16.4","","8.5","","12.5","","5.5","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-27","2019","05","27","","23.1","","11.3","","17.2","","0.8","","0.0","","","","","M","0.2","","","","25","","41",""
"2019-05-28","2019","05","28","","15.0","","11.1","","13.1","","4.9","","0.0","","","","","M","0.0","","","","19","","39",""
"2019-05-29","2019","05","29","","16.3","","10.5","","13.4","","4.6","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-30","2019","05","30","","18.8","","10.9","","14.8","","3.2","","0.0","","","","","M","0.0","","","","","","",""
"2019-05-31","2019","05","31","","20.8","","12.0","","16.4","","1.6","","0.0","","","","","M","0.0","","","","19","","38",""
"2019-06-01","2019","06","01","","19.3","","12.1","","15.7","","2.3","","0.0","","","","","M","0.0","","","","","","",""
"2019-06-02","2019","06","02","","20.6","","10.9","","15.8","","2.2","","0.0","","","","","M","0.0","","","","24","","43",""
"2019-06-03","2019","06","03","","17.6","","11.1","","14.4","","3.6","","0.0","","","","","M","0.0","","","","22","","44",""
"2019-06-04","2019","06","04","","17.5","","10.3","","13.9","","4.1","","0.0","","","","","M","0.0","","","","19","","43",""
"2019-06-05","2019","06","05","","15.6","","10.3","","13.0","","5.0","","0.0","","","","","M","0.2","","","","25","","52",""
"2019-06-06","2019","06","06","","13.6","","9.8","","11.7","","6.3","","0.0","","","","","M","0.0","","","","23","","37",""
"2019-06-07","2019","06","07","","14.6","","9.9","","12.2","","5.8","","0.0","","","","","M","0.4","","","","22","","36",""
"2019-06-08","2019","06","08","","16.8","","10.8","","13.8","","4.2","","0.0","","","","","M","0.0","","","","24","","39",""
"2019-06-09","2019","06","09","","17.9","","8.5","","13.2","","4.8","","0.0","","","","","M","0.0","","","","","","",""
"2019-06-10","2019","06","10","","16.0","","11.6","","13.8","","4.2","","0.0","","","","","M","0.0","","","","","","",""
"2019-06-11","2019","06","11","","21.0","","12.1","","16.6","","1.4","","0.0","","","","","M","0.0","","","","","","",""
"2019-06-12","2019","06","12","","24.5","","13.6","","19.0","","0.0","","1.0","","","","","M","0.0","","","","","","",""
"2019-06-13","2019","06","13","","23.1","","13.0","","18.0","","0.0","","0.0","","","","","M","0.0","","","","26","","57",""
"2019-06-14","2019","06","14","","16.3","","12.1","","14.2","","3.8","","0.0","","","","","M","0.0","","","","26","","47",""
"2019-06-15","2019","06","15","","18.4","","11.6","","15.0","","3.0","","0.0","","","","","M","0.0","","","","22","","33",""
"2019-06-16","2019","06","16","","19.4","","12.7","","16.0","","2.0","","0.0","","","","","M","0.0","","","","25","","34",""
"2019-06-17","2019","06","17","","21.4","","12.5","","17.0","","1.0","","0.0","","","","","M","0.0","","","","24","","49",""
"2019-06-18","2019","06","18","","17.2","","12.4","","14.8","","3.2","","0.0","","","","","M","0.0","","","","26","","58",""
"2019-06-19","2019","06","19","","15.2","","11.9","","13.5","","4.5","","0.0","","","","","M","0.0","","","","25","","67",""
"2019-06-20","2019","06","20","","19.0","","10.8","","14.9","","3.1","","0.0","","","","","M","0.0","","","","25","","50",""
"2019-06-21","2019","06","21","","17.5","","11.6","","14.6","","3.4","","0.0","","","","","M","0.0","","","","26","","34",""
"2019-06-22","2019","06","22","","16.9","","12.2","","14.6","","3.4","","0.0","","","","","M","0.0","","","","25","","49",""
"2019-06-23","2019","06","23","","15.7","","12.0","","13.8","","4.2","","0.0","","","","","M","0.0","","","","23","","58",""
"2019-06-24","2019","06","24","","17.0","","11.5","","14.2","","3.8","","0.0","","","","","M","0.0","","","","25","","38",""
"2019-06-25","2019","06","25","","19.6","","10.1","","14.8","","3.2","","0.0","","","","","M","0.0","","","","23","","35",""
"2019-06-26","2019","06","26","","17.7","","11.7","","14.7","","3.3","","0.0","","","","","M","0.0","","","","","","",""
"2019-06-27","2019","06","27","","16.4","","12.5","","14.4","","3.6","","0.0","","","","","M","12.2","","","","19","","35",""
"2019-06-28","2019","06","28","","16.0","","12.2","","14.1","","3.9","","0.0","","","","","M","0.0","","","","","","",""
"2019-06-29","2019","06","29","","18.2","","12.8","","15.5","","2.5","","0.0","","","","","M","0.0","","","","","","",""
"2019-06-30","2019","06","30","","20.8","","12.6","","16.7","","1.3","","0.0","","","","","M","0.0","","","","","","",""
"2019-07-01","2019","07","01","","21.5","","13.7","","17.6","","0.4","","0.0","","","","","M","0.0","","","","25","","51",""
"2019-07-02","2019","07","02","","16.1","","13.3","","14.7","","3.3","","0.0","","","","","M","5.8","","","","26","","42",""
"2019-07-03","2019","07","03","","18.1","","13.4","","15.7","","2.3","","0.0","","","","","M","0.0","","","","","","",""
"2019-07-04","2019","07","04","","18.8","","12.3","","15.6","","2.4","","0.0","","","","","M","0.0","","","","19","","34",""
"2019-07-05","2019","07","05","","18.7","","12.0","","15.4","","2.6","","0.0","","","","","M","0.0","","","","18","","36",""
"2019-07-06","2019","07","06","","19.3","","12.5","","15.9","","2.1","","0.0","","","","","M","0.0","","","","21","","31",""
"2019-07-07","2019","07","07","","16.6","","11.6","","14.1","","3.9","","0.0","","","","","M","1.0","","","","21","","35",""
"2019-07-08","2019","07","08","","18.2","","11.0","","14.6","","3.4","","0.0","","","","","M","0.0","","","","","","",""
"2019-07-09","2019","07","09","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-10","2019","07","10","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-11","2019","07","11","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-12","2019","07","12","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-13","2019","07","13","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-14","2019","07","14","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-15","2019","07","15","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-16","2019","07","16","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-17","2019","07","17","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-18","2019","07","18","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-19","2019","07","19","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-20","2019","07","20","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-21","2019","07","21","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-22","2019","07","22","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-23","2019","07","23","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-24","2019","07","24","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-25","2019","07","25","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-26","2019","07","26","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-27","2019","07","27","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-28","2019","07","28","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-29","2019","07","29","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-30","2019","07","30","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-31","2019","07","31","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-01","2019","08","01","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-02","2019","08","02","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-03","2019","08","03","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-04","2019","08","04","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-05","2019","08","05","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-06","2019","08","06","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-07","2019","08","07","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-08","2019","08","08","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-09","2019","08","09","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-10","2019","08","10","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-11","2019","08","11","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-12","2019","08","12","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-13","2019","08","13","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-14","2019","08","14","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-15","2019","08","15","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-16","2019","08","16","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-17","2019","08","17","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-18","2019","08","18","","","","","","","","","","","","","","","","","","","","","","",""
