id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21837486,Prime Location in Kitsilano,159230377,Katherine,,Kitsilano,49.26746,-123.17415,Private room,119,14,0,,,1,90
21840388,Vancouver's Best City View!,2617890,L.,,Dunbar Southlands,49.2516,-123.1734,Entire home/apt,998,5,11,2018-09-12,0.82,3,0
21851771,Sunny Spacious Downtown Pool Hot Tub Gym Netflix,49571302,Jimmy,,Downtown,49.28144,-123.1122,Entire home/apt,90,2,68,2019-05-09,3.82,1,111
21853186,4 BDRM Dunbar Jericho Beach Home - Direct to UBC,97541929,Joelly,,Dunbar Southlands,49.25628,-123.19393,Entire home/apt,604,5,3,2018-08-29,0.31,2,96
21853473,BEST LOCATION KITSILANO-GREAT COMFY PLACE,159400492,Milagros,,Kitsilano,49.27186,-123.15147,Entire home/apt,101,2,75,2019-05-06,4.37,1,156
21866941,Heart of Kitsilano- 2 bedroom character house,159019037,Evonne,,Kitsilano,49.26407,-123.15766,Entire home/apt,149,7,15,2018-09-04,0.91,7,62
21867315,"$99-2 bdrm 2 bthrm suite close to beach, downtown",159019037,Evonne,,Kitsilano,49.26897,-123.18517,Entire home/apt,125,7,22,2019-05-11,1.27,7,90
21867512,$149-Beautiful Character Home 3 bedroom 2  bthrm,159019037,Evonne,,Kitsilano,49.26769,-123.17797,Entire home/apt,299,7,49,2019-05-06,2.93,7,197
21879086,Bright 2 Bedroom Suite in Central Vancouver,4991659,Beth,,Kensington-Cedar Cottage,49.25118,-123.08488,Entire home/apt,99,2,37,2019-05-12,2.48,1,21
21879605,Modern apartment (Mount Pleasant/Olympic Village),9187,Mai,,Strathcona,49.26903,-123.09731,Entire home/apt,90,30,10,2019-03-31,0.69,3,108
21882640,Modern one-bedroom in New Building,12262420,Meredith,,Mount Pleasant,49.26087,-123.11398,Entire home/apt,180,3,5,2018-07-30,0.35,1,40
21886299,Officehome suite 1 bdrm+ parking+internet/cable.,153560584,Michael,,Downtown,49.29046,-123.12741,Entire home/apt,91,5,55,2019-04-13,3.41,2,47
21890557,Private Room Stay,61887076,Duke,,Hastings-Sunrise,49.26739,-123.05372,Private room,68,1,41,2019-04-21,2.36,1,115
21892075,Welwyn House Garden Suite,6707532,Jessy,,Kensington-Cedar Cottage,49.25487,-123.06806,Private room,79,2,8,2018-12-27,0.51,2,262
21908772,Beautiful modern Gem,64481384,Hellena,,Downtown,49.27988,-123.10865,Entire home/apt,350,2,15,2019-05-02,0.94,1,38
21912838,Charming & Bright Main Floor Suite in Kits Home,3570271,Brie,,Kitsilano,49.26058,-123.18401,Entire home/apt,140,1,55,2019-05-09,4.38,2,29
21912976,Spacious 4 level Townhome in East Van,152586855,Robyn,,Hastings-Sunrise,49.29181,-123.04423,Private room,50,1,55,2019-04-21,3.50,2,0
21913373,Modern Kitsilano 1 bdrm Condo,159885005,Chanel C.,,Kitsilano,49.2625,-123.15026,Entire home/apt,90,2,9,2019-05-05,0.55,1,22
21913414,Cute 1 bedroom apartment downtown,129481617,Skally,,West End,49.2818,-123.13389,Entire home/apt,125,1,25,2019-04-28,1.67,2,0
21915561,NEW Kitsilano 1 Bedroom Suite - Monthly Rental,78961443,Randy,,Kitsilano,49.26164,-123.17279,Entire home/apt,174,30,3,2018-06-19,0.25,1,109
21924292,Modern Apartment-Heart of Downtown,37260036,Shima,,Downtown,49.28846,-123.1248,Entire home/apt,101,30,34,2018-08-22,2.05,1,89
21935365,Cozy room on Commercial Dr- close to DT,50668496,Rachel,,Kensington-Cedar Cottage,49.25686,-123.06856,Private room,40,1,0,,,2,0
21935901,Stunning Views Sleeps 5 Bright Top Floor w Parking,2881440,Justin,,Fairview,49.2665,-123.13125,Entire home/apt,199,2,88,2019-05-02,4.99,1,35
21938957,Gorgeous character home of old Vancouver,18706835,Karly,,Arbutus Ridge,49.2421,-123.1575,Private room,70,30,0,,,1,365
21939070,Strathcona apartment w/private suite on top floor,19920823,Caine,,Downtown Eastside,49.27818,-123.09308,Entire home/apt,200,2,34,2018-08-26,2.05,1,0
21949883,Private Garden Suite steps from Commercial Drive,3424548,Rosemary,,Grandview-Woodland,49.273,-123.06639,Entire home/apt,119,2,81,2019-05-07,4.80,1,148
21952549,The core of Vancouver,131716580,Mary,,Downtown,49.28113,-123.12453,Private room,99,2,24,2019-05-05,1.76,1,244
21968371,Artist Bedroom in Hastings-Sunrise,23229878,Sita,,Hastings-Sunrise,49.27566,-123.03674,Private room,40,2,1,2018-09-30,0.13,3,0
21981536,Master Bedroom Modern downtown Yaletown apartment,160493838,Chris,,Downtown,49.27488,-123.12785,Private room,64,1,7,2019-05-08,0.42,2,277
21984466,"Nice COZY ROOM, perfect LOCATION, nice  PEOPLE",160521621,Taha  & Mat,,Kitsilano,49.26244,-123.17043,Private room,55,30,8,2018-08-20,0.72,2,89
21985887,Vancouver Cozy 1 Bedroom Above-Ground Bsmt Suite,63389515,Shane,,Hastings-Sunrise,49.28728,-123.05053,Entire home/apt,101,2,3,2018-03-27,0.21,1,0
21996285,ConvenientCharmingCharacterHouse@PrimeUBCwestside,108370421,Kaiyi,,Kerrisdale,49.22936,-123.1638,Entire home/apt,136,3,48,2019-04-28,2.87,3,65
22014487,Main Floor Suite on The Drive - 4 min to Skytrain,26321919,Rachel,,Grandview-Woodland,49.26504,-123.06738,Entire home/apt,110,3,39,2019-04-25,2.34,1,0
22030511,Seawall Luxury Condo | Granville Island Location,13978497,Julien,,Fairview,49.26991,-123.14001,Entire home/apt,140,10,17,2019-05-11,1.02,1,82
22032043,Vancouver Oasis,160895495,Cynthia,,Kitsilano,49.27063,-123.18329,Entire home/apt,225,3,13,2019-04-29,1.05,1,146
22032908,Master Bedroom close to skytrain and bus,71007585,Mykhaylo,,Oakridge,49.22736,-123.1304,Private room,46,30,1,2018-01-30,0.06,1,0
22036501,2BDR Spacious Urban Living at Queen Elizabeth Park,42804845,Reika,,Riley Park,49.23666,-123.10735,Entire home/apt,138,1,101,2019-05-06,5.98,1,84
22049481,Burrardview: Vancouver's Hidden Gem,255350,Elaine,,Hastings-Sunrise,49.29179,-123.04806,Entire home/apt,64,2,84,2019-05-01,4.98,1,78
22051052,South Vancouver Special.,15775390,Hark,,Sunset,49.22496,-123.09456,Entire home/apt,110,1,43,2019-05-05,2.49,2,77
22059982,*Private Modern Home in Lovely East Village*,160541961,Sammy,,Hastings-Sunrise,49.27389,-123.04702,Entire home/apt,103,1,115,2019-05-05,6.76,1,291
22064830,Cosy Holliday’s Burrard,60307085,Maria,,Downtown,49.28214,-123.1242,Entire home/apt,98,30,1,2019-01-01,0.23,4,0
22090426,Luxury craftsman laneway house (newly built),72478344,David,,Kitsilano,49.26182,-123.17926,Entire home/apt,319,4,16,2019-05-02,1.12,2,132
22102093,Vancouver in Trendy Yaletown,2909734,Joe,,Downtown,49.27488,-123.1176,Entire home/apt,72,30,1,2017-12-06,0.06,1,195
22103390,Peaceful Room For Two in Vancouver Heritage House,3150401,Heather,,Kensington-Cedar Cottage,49.25533,-123.07816,Private room,302,1,12,2018-12-30,1.09,3,21
22107095,Spacious Home in Dunbar With Business Wifi,161496885,Simon,,Dunbar Southlands,49.24608,-123.19465,Entire home/apt,250,1,27,2018-12-16,2.77,1,90
22128616,Mid-Century Modern High Rise Condo in Yaletown,51862641,Casey And Susan,,Downtown,49.27656,-123.12245,Entire home/apt,301,2,51,2019-05-05,2.95,1,98
22131052,Beautiful  1 bed + den + solarium with Large patio,102748816,Tanya,,Downtown,49.27779,-123.12111,Entire home/apt,119,90,0,,,1,285
22131187,"Designer Home - Private Room, by Airport & UBC",111484772,Janey,,Marpole,49.20981,-123.14546,Private room,60,1,38,2019-05-01,2.26,4,43
22143965,Downtown Vancouver Close to Everything!!!,155191974,Heather And Ben,,Downtown,49.28077,-123.12378,Entire home/apt,140,1,109,2019-04-25,6.29,1,50
22162819,Cozy Downtown Living! - Sleeps Five!!!,161653416,Siang,,Downtown,49.2791,-123.12467,Entire home/apt,140,1,103,2019-04-30,5.93,1,51
22167160,Very cozy and lovely place to stay nice view,161917929,Vilma,,Renfrew-Collingwood,49.24742,-123.04939,Private room,60,7,1,2017-12-24,0.06,2,365
22174613,Quiet residential main floor of character house,79681152,Sarah,,Kitsilano,49.2577,-123.15286,Entire home/apt,140,2,11,2019-05-01,0.73,2,45
22177492,F2- 3BR/2Bath/1400sqft-Convenience Metro Vancouver,44393130,Demi,,Renfrew-Collingwood,49.236,-123.03875,Entire home/apt,150,2,43,2019-05-11,2.59,3,177
22177536,"Huge room,cosy and friendly people nice view",161917929,Vilma,,Renfrew-Collingwood,49.24926,-123.05049,Private room,75,7,6,2019-05-03,0.50,2,365
22188990,One Bedroom Garden suite close to Commercial Drive,9795148,Nadia,,Grandview-Woodland,49.27032,-123.07646,Entire home/apt,86,30,0,,,1,92
22189987,Clean & Quiet Bedroom Near Golf Course Room 1,119393504,Jason,,Victoria-Fraserview,49.21926,-123.0533,Private room,40,1,10,2018-09-08,0.59,4,2
22195221,Good location 1 Bedroom near park,36568043,Andy,,Riley Park,49.23632,-123.11392,Entire home/apt,98,1,51,2019-04-22,2.98,1,280
22195494,Luxury craftsman studio suite,72478344,David,,Kitsilano,49.262,-123.1795,Entire home/apt,174,4,17,2019-04-27,1.15,2,128
22206140,Minimum one month rental studio in heritage house.,3102862,The Vancouver Connection!,,Kitsilano,49.27052,-123.18301,Entire home/apt,38,30,2,2018-08-15,0.17,2,20
22208131,"7 br+, 5 ba: Spacious Retreat by Beach & Downtown",162155054,Alex,,Dunbar Southlands,49.2492,-123.17914,Entire home/apt,831,1,14,2018-09-02,0.84,1,55
22210772,Quiet Garden View,17156373,Michael,,Fairview,49.26291,-123.13291,Entire home/apt,129,30,48,2018-10-18,2.79,3,90
22215951,Junior Suite,162145150,Elizabeth,,Grandview-Woodland,49.26634,-123.06742,Entire home/apt,79,1,108,2019-04-25,6.39,2,27
22226357,A Grand Room,11067709,Roberto,,Mount Pleasant,49.25946,-123.09154,Entire home/apt,81,4,7,2018-12-12,0.66,1,11
22229003,"Gorgeous 2-floor loft just off ""The Drive""",50944107,Jason,,Grandview-Woodland,49.27215,-123.07317,Entire home/apt,189,3,4,2018-08-06,0.24,1,102
22231178,Mid Century Modern Suite Across VGH,139891966,Ishtar,,Fairview,49.26117,-123.1282,Entire home/apt,90,30,4,2018-12-01,0.30,27,196
22251747,"Ocean View 2BR Condo in Coal Harbor, DT, Vancouver",162598805,Jojo,,Downtown,49.2905,-123.12495,Entire home/apt,150,30,4,2018-11-25,0.34,1,267
22277498,Vancouver Yaletown Loft at waterfront,15405041,Lena,,Downtown,49.27552,-123.11132,Entire home/apt,350,2,7,2018-10-13,0.41,1,0
22278323,"Natural & Quiet, Parking, 4.5 ba: 15 min downtown",162808516,Carle,,Kerrisdale,49.22171,-123.14659,Entire home/apt,849,1,5,2018-08-24,0.44,1,60
22278475,"Private room in shared house, close to transit.",140888106,Tanisha,,Grandview-Woodland,49.28245,-123.06455,Private room,74,1,14,2019-05-02,1.53,1,74
22280647,Private bedroom ensuite new home,34771938,Bill,,South Cambie,49.24963,-123.1234,Private room,150,2,26,2019-05-12,1.61,1,278
22295849,Luxury condo with view on the BEST block of DT!,162963658,Max,,Downtown,49.27947,-123.12565,Entire home/apt,180,4,28,2019-05-09,2.05,2,154
22298691,Spacious Family Friendly 2 Bedroom,139891966,Ishtar,,Fairview,49.26006,-123.12609,Entire home/apt,101,30,3,2018-12-13,0.20,27,194
22298696,Quaint & Cozy Ground Floor Unit Across VGH,139891966,Ishtar,,Fairview,49.26059,-123.12676,Entire home/apt,89,30,1,2018-11-30,0.18,27,215
22306110,Cozy two bed room suites with 4 beds.,21820386,Yue,,Sunset,49.22268,-123.08972,Entire home/apt,90,1,51,2019-04-21,3.03,1,254
22307570,Convenient 2bdm 1bath Apartment - Family Friendly,83593985,Pearl,,Victoria-Fraserview,49.22421,-123.06648,Entire home/apt,140,3,12,2019-05-05,1.14,4,291
22307900,Cozy 1 bedroom in the heart of Vancouver,18174593,Curt,,West End,49.27793,-123.13143,Entire home/apt,119,2,46,2019-05-09,2.73,1,104
22310006,OCEANVIEW Apt Free Parking Fits 4 Adults,158331739,Alisha,,West End,49.28157,-123.12934,Entire home/apt,50,2,51,2019-04-14,3.08,1,83
22310305,4BR Modern Family Friendly Guest Suite in Van,87417832,Alex,,Hastings-Sunrise,49.29076,-123.04138,Entire home/apt,129,2,79,2019-05-09,4.77,2,59
22324957,SMALL COZY ROOM IN ECO FRIENDLY VEGETARIAN HOUSE,26230655,Willem,,Downtown Eastside,49.27733,-123.09213,Private room,44,1,15,2019-01-04,0.89,2,0
22326190,Vancouver Guest House 3 Stops Down Town,20246084,Sarah,,Renfrew-Collingwood,49.25552,-123.04622,Entire home/apt,90,2,88,2019-05-06,5.31,1,72
22326844,1 Bdrm Yaletown/Downtown: Perfect Location,20697824,Kate,,Downtown,49.27536,-123.11624,Entire home/apt,85,30,21,2018-08-21,1.24,1,42
22330034,Family suite,162145150,Elizabeth,,Grandview-Woodland,49.26757,-123.06648,Entire home/apt,209,1,102,2019-04-25,6.14,2,11
22346943,Modern Vancouver Hot Spot! Located near EVERYTHING,163401554,Joey,,Downtown,49.27775,-123.10677,Entire home/apt,150,1,105,2019-04-26,6.52,1,221
22362207,A Big Room on The Drive,163521714,Morgan,,Grandview-Woodland,49.27928,-123.07259,Private room,81,30,12,2019-02-16,0.72,4,160
22363079,A Comfortable Room on The Drive,163521714,Morgan,,Grandview-Woodland,49.27936,-123.07122,Private room,81,30,12,2019-04-30,0.72,4,180
22363225,A Cozy Room on The Drive,163521714,Morgan,,Grandview-Woodland,49.27967,-123.07219,Private room,81,30,4,2018-09-01,0.29,4,173
22363349,A Private Room on The Drive,163521714,Morgan,,Grandview-Woodland,49.27906,-123.07092,Private room,81,30,11,2019-02-22,0.76,4,337
22377264,Heart of Downtown Vancouver: 1-bedroom suite + den,163629441,Harveen,,Downtown,49.27893,-123.12677,Entire home/apt,90,31,7,2019-04-09,0.55,1,255
22377384,The Cityscape | YVR,3111913,Mike + Doris,,Downtown,49.27832,-123.1075,Entire home/apt,150,30,9,2019-01-03,0.83,1,69
22389548,Fresh 1 Bedroom + Den Across VGH,139891966,Ishtar,,Fairview,49.2605,-123.12828,Entire home/apt,90,30,3,2018-04-22,0.19,27,236
22400069,Bright 1-bedroom in the centre of downtown,31597296,Brigitte,,West End,49.28098,-123.12771,Entire home/apt,126,2,17,2019-04-16,1.12,1,0
22424497,3 Bdrm House Share With 1 Other $800/M inc. util.,90713576,Samuel,,Hastings-Sunrise,49.26704,-123.04146,Private room,81,30,1,2018-02-28,0.07,1,0
22434983,Vancouver Studio Apartment with a spectacular view,164329859,Samia,,West End,49.28693,-123.13502,Entire home/apt,83,5,20,2018-08-29,1.35,2,0
22436617,Cosy Clean & Quiet Room Near Airport,32801130,Fanny,,Marpole,49.21578,-123.13371,Private room,44,2,13,2019-05-07,1.07,3,61
22455221,"Elegant Family Home Close to Beach, Downtown and University",111469368,Marci,,West Point Grey,49.26601,-123.19317,Entire home/apt,950,5,4,2019-01-06,0.38,2,19
22469027,171  -1 bedroom in heart of West End.,600607,Bruce,,West End,49.27841,-123.13374,Entire home/apt,87,30,1,2018-08-02,0.11,51,56
22483084,❤️Local Lifestyle w free parking+backyard+kitchen,18165744,Simba,,Downtown Eastside,49.27962,-123.08704,Entire home/apt,110,1,165,2019-05-11,10.21,1,83
22485390,Vancouver Home in Fraserview Neighbourhood,126398290,Nixon,,Victoria-Fraserview,49.20747,-123.05929,Entire home/apt,174,2,25,2019-04-21,1.64,3,164
22486382,2 level-3 bedroom 2 bthrm house in Kitsilano,159019037,Evonne,,Kitsilano,49.26551,-123.15957,Entire home/apt,149,7,61,2019-05-07,3.72,7,232
22492982,$99-2 bedroom suite in character home in kitsilano,159019037,Evonne,,Kitsilano,49.26521,-123.16572,Entire home/apt,199,7,41,2019-05-11,2.54,7,99
22505866,House On Dunbar B&B,2558633,Joanne,,Dunbar Southlands,49.25338,-123.19256,Private room,195,1,3,2018-07-22,0.23,3,0
22518784,Charming kid friendly garden level suite Kitsilano,36720655,Markus And Annu,,Dunbar Southlands,49.25663,-123.18237,Entire home/apt,150,2,18,2019-05-05,1.51,2,42
22519199,Nelson House-Room 4,10047608,Liduo,,West End,49.28699,-123.13362,Private room,118,2,41,2019-04-22,2.79,8,19
22533603,Best Location In The Heart Of Downtown Vancouver!,3092935,Brad,,West End,49.28206,-123.12611,Entire home/apt,99,30,1,2018-12-25,0.21,11,273
22551920,Nelson House-Room 3,10047608,Liduo,,West End,49.28509,-123.13367,Private room,98,1,38,2019-04-28,3.03,8,36
22551965,"Cosy Yaletown 1 Bedroom, Office & Den + Parking!",88510289,Mary,,Downtown,49.27878,-123.11897,Entire home/apt,158,3,36,2019-05-09,2.23,2,132
22552342,1 Br- Granville Island/VGH/Olympic Village area,165701184,Tharani,,Fairview,49.26505,-123.12323,Entire home/apt,125,3,69,2019-05-02,4.27,1,63
22573163,Modern 2br Entire Guest Suite in Vancouver,87417832,Alex,,Hastings-Sunrise,49.29117,-123.04269,Entire home/apt,89,2,11,2019-03-31,0.68,2,0
22587726,Comfy Hawiian Vibing One Bedroom Apartment,37629287,Courtney,,Mount Pleasant,49.2663,-123.09181,Entire home/apt,81,2,34,2019-04-29,2.13,1,0
22588401,Newly Renovated Modern 2 Br Suite,4067961,Claire,,Hastings-Sunrise,49.2831,-123.05158,Entire home/apt,79,2,101,2019-04-17,6.16,1,32
22598131,Modern Lower Level Suite on Quiet Street,8592407,Mavis And Brian,,Riley Park,49.25341,-123.10373,Entire home/apt,110,30,36,2019-04-29,2.30,1,94
22598404,Light-Filled Loft Apartment with a Balcony,2600211,Nima,,South Cambie,49.24915,-123.12442,Entire home/apt,150,3,44,2019-05-07,3.68,2,51
22618195,Premier downtown location. Gorgeous 2 bed & 2 bath,166489369,Iman,,West End,49.28729,-123.12704,Entire home/apt,250,3,44,2019-05-11,3.55,1,56
22618949,Jewel of Trout Lake,161189427,Jonathan,,Kensington-Cedar Cottage,49.25328,-123.06392,Entire home/apt,250,7,2,2019-01-04,0.19,1,109
22631875,静中带旺家庭旅馆,166495187,Sushi,,Kensington-Cedar Cottage,49.23502,-123.07957,Entire home/apt,101,2,36,2019-01-02,2.40,1,0
22634444,Charming Character Home in Upscale area,40821205,Imran,,Oakridge,49.23183,-123.13602,Entire home/apt,258,2,29,2019-04-22,1.97,2,237
22645926,Fantastic Stay in Yaletown with free parking,21859234,Kate,,Downtown,49.27775,-123.11969,Entire home/apt,111,30,3,2019-02-13,0.20,1,38
22654289,VANCOUVER  - PRIVATE BATHROOM - 12 & Commercial,42068304,Mary And Adrian,,Kensington-Cedar Cottage,49.2585,-123.07101,Private room,58,30,12,2019-04-08,0.83,6,132
22659767,Comfortable & Central Across VGH,139891966,Ishtar,,Fairview,49.26157,-123.12683,Entire home/apt,95,30,7,2019-03-31,0.66,27,154
22659967,Stay Quaint & Stylish In Vancouver!,139891966,Ishtar,,Fairview,49.26185,-123.12679,Entire home/apt,95,30,6,2019-02-28,0.43,27,214
22660264,VANCOUVER - Private Bachelor Suite -12 & Commecial,42068304,Mary And Adrian,,Kensington-Cedar Cottage,49.26058,-123.07096,Entire home/apt,67,30,11,2019-03-09,0.75,6,195
22675849,Féng Shui Executive Living,167103068,Lee,,Grandview-Woodland,49.2692,-123.06719,Entire home/apt,156,2,28,2019-04-14,2.27,2,158
22677216,Stylish Modern 1BR&Den/Downtown Vancouver!w/PARKin,167119681,Timothy,,Downtown,49.2794,-123.11899,Entire home/apt,168,1,89,2019-05-08,5.51,2,56
22684147,Character Vancouver House In Central Location,13144850,Ping,,Marpole,49.2157,-123.14629,Entire home/apt,397,1,6,2019-01-15,0.44,2,96
22686726,Charming heritage house well located,167220949,Julien,,Downtown Eastside,49.28012,-123.08686,Entire home/apt,119,5,38,2019-05-01,2.38,1,18
22690160,"Vancouver Special
1 Bedroom apt
Surround by trees",88510289,Mary,,Hastings-Sunrise,49.28615,-123.02973,Private room,68,3,0,,,2,29
22696589,Contemporary King Bed w/En Suite On The Park.,2021485,Geoff,,Downtown Eastside,49.2771,-123.08407,Private room,90,3,67,2019-05-10,4.59,2,236
22698900,Cozy and peaceful Point Grey suite on UBC doorstep,167367691,Graham And Caron,,West Point Grey,49.26188,-123.20892,Entire home/apt,109,3,39,2019-05-11,2.48,1,44
22700703,New Renovated 2 Bedroom in Central of Vancouver,79337,Saligooli,,Riley Park,49.24753,-123.10205,Entire home/apt,85,365,0,,,1,0
22702511,Vancouver Downtown In the heart of the  City! 1BDR,11207116,Moe,,Downtown,49.2772,-123.12762,Entire home/apt,79,30,0,,,3,13
22702574,Family-friendly Mount Pleasant heritage home,7960711,Darcy,,Mount Pleasant,49.26205,-123.08934,Entire home/apt,250,2,5,2018-08-06,0.36,1,20
22704493,Cozy super central downtown apartment,98671288,Catherine,,West End,49.28439,-123.12748,Entire home/apt,75,30,31,2019-04-30,2.07,2,153
22713698,Hastings Sunrise Heritage House,1530291,Erin,,Hastings-Sunrise,49.28181,-123.0473,Entire home/apt,125,3,5,2018-08-26,0.49,1,0
22717699,Two Twin Bed Room,167605756,Chona,,Killarney,49.22598,-123.03055,Private room,38,1,10,2019-05-01,3.23,2,289
22718778,Bright and Clean 2 bedroom Garden Suite,21833993,Francesco,,Kensington-Cedar Cottage,49.25441,-123.08758,Entire home/apt,99,4,39,2019-05-10,2.60,1,240
22729409,Room with en suite & private entrance near VGH,167761489,Diana,,Fairview,49.26327,-123.12993,Private room,95,2,62,2019-05-12,3.97,1,22
22734628,Cozy Bedroom with Double Bed,167605756,Chona,,Killarney,49.22666,-123.03065,Private room,25,1,63,2019-05-02,3.94,2,276
22735501,LUXURY PRIVATE MASTER BDRM; OLYMPIC VLG / DOWNTOWN,33331559,Jayden,,Mount Pleasant,49.27039,-123.10145,Private room,119,4,75,2019-04-28,5.01,1,42
22754630,A Brand New Condo at an Ample Location,2447132,Young,,Mount Pleasant,49.26121,-123.09741,Entire home/apt,107,1,55,2019-04-26,3.59,2,55
22755109,Yew are Home! Kits awaits you!,31622088,Shannon,,Kitsilano,49.26355,-123.15525,Entire home/apt,101,1,139,2019-05-03,9.56,2,53
22765822,2 bedroom suite for rent,168153443,Victoria,,Hastings-Sunrise,49.27907,-123.02871,Entire home/apt,220,2,15,2019-04-30,1.10,1,350
22771645,Guest House / Laneway house for rent,168208848,Armen,,Hastings-Sunrise,49.27918,-123.02789,Entire home/apt,250,2,10,2019-04-02,0.74,1,337
22773437,"DowntownVancouver 
Rent Only summer 2018
Level 35",117691251,Ali,,Downtown,49.27802,-123.10947,Entire home/apt,248,200,1,2018-05-16,0.08,1,0
22777405,Great location near YVR airport one bedroom flat,95793957,Josh,,Marpole,49.20832,-123.12474,Private room,250,7,34,2019-05-03,2.17,1,159
22789585,The Beach House,160114447,Alexa,,Downtown,49.27554,-123.13281,Entire home/apt,250,31,0,,,1,309
22813058,"Family vacation home
Licensed home",136821477,Changhuan,,Downtown Eastside,49.27714,-123.09287,Entire home/apt,174,2,61,2019-04-22,4.00,1,32
22817433,Ocean View  free parking Downtown YVR,168648735,Linda,,Downtown,49.27159,-123.12639,Entire home/apt,399,3,45,2018-12-11,2.88,3,0
22820538,VANCOUVER HOME - #3 New House - 12 & Commercial,42068304,Mary And Adrian,,Kensington-Cedar Cottage,49.25897,-123.07052,Private room,48,30,11,2019-04-13,0.75,6,216
22835390,Beautiful One Bedroom at Boutique building,9540309,Paulo,,Riley Park,49.24636,-123.09024,Entire home/apt,90,6,3,2019-01-02,0.23,1,142
22844438,"Heart Vancouver Downtown,Entire Unit, ExcellenceAA",168917455,John,,Downtown,49.28211,-123.12313,Entire home/apt,129,5,43,2019-05-06,3.06,1,26
22848678,Private 1Br Suite - Steps from it all,1481478,Owen,,Riley Park,49.24548,-123.09931,Entire home/apt,75,2,68,2019-05-06,4.36,1,4
22850980,Private studio in the Heart of Vancouver,3423113,Jade & Brandy,,Kensington-Cedar Cottage,49.24683,-123.08194,Entire home/apt,60,3,45,2019-04-13,2.93,1,84
22851165,Hasting Sunrise Healthy Laneway House (1 BED+),168998395,Max,,Hastings-Sunrise,49.27873,-123.05197,Entire home/apt,75,30,0,,,1,346
22851367,Peaceful Chinatown Condo,18695187,Amanda,,Downtown Eastside,49.27926,-123.09925,Entire home/apt,150,2,8,2019-04-29,0.57,1,0
22862714,"Central, modern condo, new building, parking spot",127086064,Hayden,,Mount Pleasant,49.2674,-123.09833,Entire home/apt,125,30,45,2018-08-19,3.25,1,0
22869370,Visit Main Street Restaurants from a Private Garden Suite,1636300,Martin,,Riley Park,49.25594,-123.09402,Entire home/apt,101,2,74,2019-05-08,5.54,1,27
22887044,Centrally Located Heritage House,2455412,James,,Hastings-Sunrise,49.2861,-123.04856,Entire home/apt,390,5,1,2018-08-13,0.11,2,0
22888376,The Cozy Garden Suite,27506132,Desiree,,Hastings-Sunrise,49.2631,-123.0487,Entire home/apt,95,1,120,2019-05-05,8.53,1,56
22903375,Spacious & Comfortable 2 Bedroom Near VGH,139891966,Ishtar,,Fairview,49.2603,-123.1281,Entire home/apt,110,30,5,2018-11-12,0.40,27,69
22904253,Maple: Quiet Coastal Retreat,15869966,Finn&Rae,,Kitsilano,49.2708,-123.14667,Private room,40,30,6,2019-04-22,0.45,2,94
22904512,Clean Modern Suite,143411524,Jenn,,Victoria-Fraserview,49.22274,-123.06127,Entire home/apt,76,1,58,2019-05-11,3.81,1,280
22905570,Classic & Quiet 1 Bedroom 1 Bath Across VGH,139891966,Ishtar,,Fairview,49.25987,-123.12769,Entire home/apt,101,30,1,2018-02-25,0.07,27,184
22919747,"Big, bright, funky top floor Kits unit: Sleeps 6",49136202,Kyle,,Kitsilano,49.26787,-123.16597,Entire home/apt,174,3,44,2019-05-04,2.86,1,4
22922622,Vancouver Large Private Suite,169719137,Farrah,,Hastings-Sunrise,49.27567,-123.03121,Entire home/apt,79,7,16,2019-05-06,1.09,2,280
22925127,"Quiet, relaxing space in Kits Point",156345633,Jane,,Kitsilano,49.2741,-123.14807,Entire home/apt,150,2,75,2019-05-08,5.15,1,119
22925873,Modern Central Downtown 1 BR APT+Den+FREE PARKING!,169755363,May,,Downtown,49.27957,-123.12003,Entire home/apt,168,1,19,2019-05-12,1.69,1,113
22929223,"Modern, new suite in Main Street/Mt. Pleasant Area",2671671,Michelle,,Riley Park,49.24583,-123.0953,Entire home/apt,76,2,27,2019-02-20,2.16,1,10
22931554,温哥华西7日度假屋,166876337,Mini,,Oakridge,49.23033,-123.13901,Private room,60,30,52,2018-08-31,3.44,1,0
22938035,3 bed Subpenthouse Ocean&Mountain View- Downtown,167158373,Stacia,,Downtown,49.27942,-123.10845,Entire home/apt,899,2,49,2019-04-21,3.29,1,62
22938316,"Downtown Core City Views - sleeps 5, w/ parking!!",100803661,Chance,,Downtown,49.28027,-123.12312,Entire home/apt,129,1,126,2019-05-09,8.13,1,18
22943194,Heart of Downtown Cozy Modern Condo - W/ PARKING!!,7737189,Beth,,Downtown,49.27861,-123.12305,Entire home/apt,129,1,109,2019-05-08,7.53,1,22
22944704,GASTOWN TWO BEDROOM APARTMENT W/ VIEW,1340389,Susan,,Downtown Eastside,49.28002,-123.10573,Entire home/apt,301,2,24,2019-04-27,1.83,4,28
22953936,M 106,68010340,Joe,,Riley Park,49.24014,-123.10091,Private room,39,1,83,2019-04-01,5.29,2,62
22955868,M105,68010340,Joe,,Sunset,49.22944,-123.10515,Private room,50,1,81,2019-04-27,5.40,2,76
